director,geo_lat,geo_lng,id,location,release_year,title
Alfred Hitchcock,37.7931691,-122.4105791,833BA03E-9E0E-46B2-9DF1-512A128F3150,"1000 Mason St, San Francisco, CA 94108, USA",1958,Vertigo
Alfred Hitchcock,37.8025573,-122.4165967,5D28CCCB-6031-4082-88C5-CC5A85319C8F,"900 Lombard St, San Francisco, CA 94133, USA",1958,Vertigo
Alfred Hitchcock,37.7827079,-122.4242063,D9366947-CB2C-4E63-84E6-A87332176300,"1007 Gough St, San Francisco, CA 94109, USA",1958,Vertigo
David Miller,37.7923897,-122.4104443,415888F5-A960-49BF-8033-4DA3A27EE99D,"950 Mason St, San Francisco, CA 94108, USA",1960,Midnight Lace
David Miller,37.7923897,-122.4104443,1BC3425A-9CBA-4B99-A66F-0A3E7452EB19,"950 Mason St, San Francisco, CA 94108, USA",1960,Midnight Lace
Henry Koster,37.8199286,-122.4782551,EC19714A-C96C-4FF7-9512-CF88A964A5EA,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",1961,Flower Drum Song
Henry Koster,37.7941378,-122.4077914,59359B38-8A80-450E-9F01-FAB90A6B0AE9,"Chinatown, San Francisco, CA, USA",1961,Flower Drum Song
Henry Koster,37.8199286,-122.4782551,537DAEBC-B0F6-4C83-BDA7-857E3B37906B,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",1961,Flower Drum Song
Henry Koster,37.7941378,-122.4077914,448355B1-DC0A-4FCD-A342-14BE5852C911,"Chinatown, San Francisco, CA, USA",1961,Flower Drum Song
George Seaton,37.7919185,-122.4130261,82BD8B7D-CA33-4278-B207-1B8C385ACC5C,"1100 California St, San Francisco, CA 94108, USA",1961,Pleasure of His Company
George Seaton,37.7946105,-122.4420204,4DEA252D-D3DB-4057-8479-8F320662738E,"2700 Vallejo St, San Francisco, CA 94123, USA",1961,Pleasure of His Company
George Seaton,37.7919185,-122.4130261,44E8D1AC-E133-420E-A56D-EECF571C750B,"1100 California St, San Francisco, CA 94108, USA",1961,Pleasure of His Company
George Seaton,37.7946105,-122.4420204,8F13A001-5FD1-4930-86BA-6A0A01A725FD,"2700 Vallejo St, San Francisco, CA 94123, USA",1961,Pleasure of His Company
Delmer Daves,37.7737438,-122.3862029,7F0D4E70-6FB5-4621-A328-2A79987D98A3,"Pier 50, San Francisco, CA 94158, USA",1961,Susan Slade
Delmer Daves,37.7737438,-122.3862029,86ED80E5-5255-4342-AEDE-36FAE857274E,"Pier 50, San Francisco, CA 94158, USA",1961,Susan Slade
Charles Barton,37.796504,-122.4100932,1549252E-D662-4B3E-B1E9-054E0FC855A1,"Powell St, San Francisco, CA, USA",1961,Swingin' Along
Charles Barton,37.796504,-122.4100932,D6D2C623-90D1-49EA-B3A6-E9B847A725AC,"Powell St, San Francisco, CA, USA",1961,Swingin' Along
John Frankenheimer,37.8269775,-122.4229555,CD73513C-756D-42B2-9724-1617DF1E7F6E,"San Francisco, CA 94133, USA",1962,Birdman of Alcatraz
John Frankenheimer,37.8093293,-122.413344,4438B182-F77C-48CC-8AFC-4FCB3819476A,"San Francisco, CA 94133, USA",1962,Birdman of Alcatraz
John Frankenheimer,37.8269775,-122.4229555,86F674F2-7F6F-45FC-A549-88DBCFBC9C34,"San Francisco, CA 94133, USA",1962,Birdman of Alcatraz
John Frankenheimer,37.80911,-122.41465,F2117D3D-8C08-423A-9339-E110F145B4C1,"Pier 43 1/2 The Embarcadero First Floor, San Francisco, CA 94133, United States",1962,Birdman of Alcatraz
Blake Edwards,37.7778988,-122.4910237,68268896-6569-4290-AB64-9A8843F39459,"600 32nd Ave, San Francisco, CA 94121, USA",1962,Experiment in Terror
Blake Edwards,37.7933985,-122.3967649,C951943C-BD65-405E-A1B4-7360859CE12E,"1 California St, San Francisco, CA 94111, USA",1962,Experiment in Terror
Blake Edwards,37.8079996,-122.4177434,2A1057B0-E9AE-4103-B6BE-DFC0C950584C,"Fisherman's Wharf, San Francisco, CA, USA",1962,Experiment in Terror
Blake Edwards,37.7880304,-122.4018602,82024801-848D-4D01-BEBC-873CB5392509,"2 New Montgomery St, San Francisco, CA 94105, USA",1962,Experiment in Terror
Blake Edwards,37.7980446,-122.4064657,7C2DD3F3-A78A-4788-999B-64DF8A2B4DAA,"552 Broadway, San Francisco, CA 94133, USA",1962,Experiment in Terror
Blake Edwards,37.7139177,-122.3876682,FAC0970F-1B2A-46E9-A8C2-507B75260FD7,"Candlestick Park, San Francisco, CA 94124, USA",1962,Experiment in Terror
Blake Edwards,37.802317,-122.421059,09D26878-F588-4744-B68C-BF68367EF834,"2632 Larkin St, San Francisco, CA 94109, USA",1962,Experiment in Terror
Blake Edwards,37.7576417,-122.4505057,BD1E51D3-F08E-4427-9447-A6FA7FE7241A,"100 St Germain Ave, San Francisco, CA 94114, USA",1962,Experiment in Terror
Blake Edwards,37.7892447,-122.4022503,EBBA02C9-B584-40FB-B952-DDE80BD15A79,"1 Montgomery St, San Francisco, CA 94104, USA",1962,Experiment in Terror
Blake Edwards,37.7778988,-122.4910237,CEA1AF19-44F6-412A-9C54-33B54C9298A5,"600 32nd Ave, San Francisco, CA 94121, USA",1962,Experiment in Terror
Blake Edwards,37.7933985,-122.3967649,1D382983-2C5B-4DF2-B78A-85CF15365EED,"1 California St, San Francisco, CA 94111, USA",1962,Experiment in Terror
Blake Edwards,37.8079996,-122.4177434,2791A5A3-4614-4A1E-ADDC-41B20C71AD7D,"Fisherman's Wharf, San Francisco, CA, USA",1962,Experiment in Terror
Blake Edwards,37.7880304,-122.4018602,F12973F8-649F-4BF6-8215-76A4737C864A,"2 New Montgomery St, San Francisco, CA 94105, USA",1962,Experiment in Terror
Blake Edwards,37.7980446,-122.4064657,74D6D772-274A-4AA9-80FF-0D184F40F944,"552 Broadway, San Francisco, CA 94133, USA",1962,Experiment in Terror
Blake Edwards,37.7139177,-122.3876682,2CBDEC82-177D-42E9-BB20-19B461249581,"Candlestick Park, San Francisco, CA 94124, USA",1962,Experiment in Terror
Blake Edwards,37.802317,-122.421059,2CF96D23-BFE3-4BDC-92AC-0CE286BD3E8B,"2632 Larkin St, San Francisco, CA 94109, USA",1962,Experiment in Terror
Blake Edwards,37.7576417,-122.4505057,6B2AE124-AC10-4E1E-97D6-D466A03A7E23,"100 St Germain Ave, San Francisco, CA 94114, USA",1962,Experiment in Terror
Blake Edwards,37.7892447,-122.4022503,A85CFE3A-4EF4-4F4B-A070-E6339A3C64E0,"1 Montgomery St, San Francisco, CA 94104, USA",1962,Experiment in Terror
Alfred Hitchcock,37.787307,-122.4095379,0518B816-9F61-4D52-985D-8C175470D206,"386 Geary St, San Francisco, CA 94102, USA",1963,The Birds
Alfred Hitchcock,37.7873778,-122.4082389,69698155-4140-4A2D-B084-EE7E93E45051,"Powell St & Geary St, San Francisco, CA 94102, USA",1963,The Birds
David Swift,37.771469,-122.4686755,0E11A8E5-6E22-4476-8FBA-0AA57589C272,"50 Hagiwara Tea Garden Dr, San Francisco, CA 94118, USA",1964,Good NeighborSam
David Swift,37.8199286,-122.4782551,AE9C61C5-56F4-491B-9055-4CF30D942D06,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",1964,Good NeighborSam
Alfred Hitchcock,37.7737438,-122.3862029,88B59253-055A-46F7-9628-C969D4175A8A,"Pier 50, San Francisco, CA 94158, USA",1964,Marnie
Alfred Hitchcock,37.7737438,-122.3862029,FCD55487-BE12-4C52-AB49-BCB856D75B72,"Pier 50, San Francisco, CA 94158, USA",1964,Marnie
Stanley Kramer,37.7889221,-122.4082854,A31336CD-083E-4DBF-BD3A-10C7AB17B45B,"460 Sutter St, San Francisco, CA 94108, USA",1967,Guess Who's Coming to Dinner
Stanley Kramer,37.6213129,-122.3789554,5E7205CA-003B-4D14-B4D2-E4AB34A36B7A,"San Francisco International Airport (SFO), San Francisco, CA 94128, USA",1967,Guess Who's Coming to Dinner
Stanley Kramer,37.7841099,-122.4045148,6606461B-3BB7-4FB5-84D5-C26B8FEB2BE2,"801 Mission St, San Francisco, CA 94103, USA",1967,Guess Who's Coming to Dinner
Stanley Kramer,37.7927872,-122.4427541,541EB8BA-96CC-4198-80DB-91A8C265CDB1,"Raycliff Terrace, San Francisco, CA 94115, USA",1967,Guess Who's Coming to Dinner
Stanley Kramer,37.789001,-122.411421,C9F79FCC-B4D2-4FCA-A926-BA0D73872A30,"660 Sutter St, San Francisco, CA 94102, USA",1967,Guess Who's Coming to Dinner
Stanley Kramer,37.6213129,-122.3789554,54329628-B5F8-4270-A520-D2B2C123A9D1,"San Francisco International Airport (SFO), San Francisco, CA 94128, USA",1967,Guess Who's Coming to Dinner
Stanley Kramer,37.7841099,-122.4045148,6B722AF8-D4C0-440D-87F1-44278465682D,"801 Mission St, San Francisco, CA 94103, USA",1967,Guess Who's Coming to Dinner
Stanley Kramer,37.7927872,-122.4427541,3B88ECEF-90F1-4A97-9E70-35272B4827D9,"Raycliff Terrace, San Francisco, CA 94115, USA",1967,Guess Who's Coming to Dinner
John Boorman,37.8106185,-122.4770527,B79847B0-0987-4988-9C82-45258DAF99CB,"Long Ave & Marine Dr, San Francisco, CA 94129, United States",1967,Point Blank
John Boorman,37.8269775,-122.4229555,F1667AB7-C710-4CE0-B070-F0EB365F8576,"San Francisco, CA 94133, USA",1967,Point Blank
John Boorman,37.8106185,-122.4770527,3D0CCA09-267C-4EDB-8758-F3D82D753CA8,"Long Ave & Marine Dr, San Francisco, CA 94129, United States",1967,Point Blank
John Boorman,37.8269775,-122.4229555,42DB48D5-F383-4A78-92BD-D1BCE37842FB,"San Francisco, CA 94133, USA",1967,Point Blank
Mike Nichols,37.7333055,-122.5043292,4D4FFBC0-BB6D-432F-81F8-2D5F04498165,"Sloat Blvd & Great Highway, San Francisco, CA 94132, United States",1967,The Graduate
Mike Nichols,37.7982799,-122.3778182,8014F3FE-4566-4422-8D24-E87A266BC6C5,"San Francisco – Oakland Bay Bridge, San Francisco – Oakland Bay Bridge, San Francisco, CA, USA",1967,The Graduate
Mike Nichols,37.7333055,-122.5043292,3D6BDAF0-CFE6-4C42-AE4F-FD536A620278,"Sloat Blvd & Great Highway, San Francisco, CA 94132, United States",1967,The Graduate
Mike Nichols,37.7888546,-122.3873878,EE285395-490B-4546-8CBB-B3A49C0EF4A9,"Bay Bridge, San Francisco, CA 94111, USA",1967,The Graduate
Peter Yates,37.7502159,-122.3839432,C51901DF-25CE-4B50-A369-6BE660D38C2B,"601 Cesar Chavez, San Francisco, CA 94124, USA",1968,Bullitt
Peter Yates,37.7982745,-122.4134592,93F15405-B866-4FFC-BDB8-0FAD1C43D5FC,"Ina Coolbrith Park, Vallejo & Taylor, San Francisco, CA 94133, USA",1968,Bullitt
Peter Yates,37.7553614,-122.4051687,2388F081-D9BD-4414-9103-35636FB38A1F,"1001 Potrero Ave, San Francisco, CA 94110, USA",1968,Bullitt
Peter Yates,37.7192874,-122.4183155,1EA27C8E-8D87-47F3-A543-102271881119,"John McLaren Park, 100 John F Shelley Dr, San Francisco, CA 94134, USA",1968,Bullitt
Peter Yates,37.7915187,-122.4101366,132C085D-FBBD-4FBD-A491-FFFE7D0DB1D3,"999 California St, San Francisco, CA 94108, USA",1968,Bullitt
Peter Yates,37.806723,-122.4394774,4D4C70AC-C589-4888-BF9F-A51AD54F3A7D,"Marina Green, San Francisco, CA 94123, USA",1968,Bullitt
Peter Yates,37.7191052,-122.4110904,C882EEB7-0273-441D-BAB9-156FE4E233C7,"Mansell St & University St, San Francisco, CA 94134, USA",1968,Bullitt
Peter Yates,37.80178069999999,-122.4212677,3E342477-6865-48FE-BCC0-3EDB2D02CA9D,"Lombard St & Larkin St, San Francisco, CA 94109, USA",1968,Bullitt
Peter Yates,37.8027281,-122.4214442,EE85DE52-E0A3-4E2A-B1F1-41585C78EB7E,"Larkin St & Chestnut St, San Francisco, CA 94109, USA",1968,Bullitt
Peter Yates,37.791817,-122.390872,CD272577-EA51-427C-9933-AC2A0C963A9E,"226 The Embarcadero, San Francisco, CA 94105, USA",1968,Bullitt
Peter Yates,37.7156029,-122.4954571,9D4308A2-BA3A-4276-97F0-20AA10CE36A8,"515 John Muir Dr, San Francisco, CA 94132, USA",1968,Bullitt
Peter Yates,37.747484,-122.4068812,21CCC329-EF86-4644-A04F-4811652F8344,"Peralta Ave & York St, San Francisco, CA 94110, USA",1968,Bullitt
Peter Yates,37.796187,-122.413613,F64F1FE9-46FD-4061-B857-34CBEDDFF5BB,"1501 Taylor St, San Francisco, CA 94133, USA",1968,Bullitt
Peter Yates,37.7981263,-122.4056787,56AB180B-4B11-4555-B776-BA9E226B1245,"504 Broadway, San Francisco, CA 94133, USA",1968,Bullitt
Peter Yates,37.8027549,-122.413728,7DD00FBA-8E6A-4B80-8196-897C13E73EC9,"Lombard St & Columbus Ave, San Francisco, CA 94133, USA",1968,Bullitt
Peter Yates,37.7481102,-122.4182816,F8C89D73-8ACF-4BD9-B914-36CE6D279201,"Mission St & Cesar Chavez, San Francisco, CA 94110, USA",1968,Bullitt
Peter Yates,37.7139177,-122.3876682,2A13BB99-7F65-4F3D-83FD-5E39D2EF48D2,"Candlestick Park, San Francisco, CA 94124, USA",1968,Bullitt
Peter Yates,37.7976449,-122.4329885,D6F0B869-F5C6-432F-8B5C-C94678CF40DC,"2040 Union St, San Francisco, CA 94123, USA",1968,Bullitt
Peter Yates,37.7931691,-122.4105791,7576E4D9-C8F6-40CF-A552-63808B979489,"1000 Mason St, San Francisco, CA 94108, USA",1968,Bullitt
Peter Yates,37.7982799,-122.3778182,C190D06C-7DD1-4100-BA7C-7B6E5F0EBB1A,"San Francisco – Oakland Bay Bridge, San Francisco – Oakland Bay Bridge, San Francisco, CA, USA",1968,Bullitt
Peter Yates,37.7946105,-122.4420204,A5A7094F-017D-479B-9D88-FDAABD24823E,"2700 Vallejo St, San Francisco, CA 94123, USA",1968,Bullitt
Peter Yates,37.759572,-122.4040259,AFFF36A7-2AE4-44F3-81F6-2105171476D3,"Vermont St & 20th St, San Francisco, CA 94107, USA",1968,Bullitt
Peter Yates,37.793298,-122.413026,46B3D7C1-A653-4454-B655-2EA4ED63823B,"1153 Taylor St, San Francisco, CA 94108, USA",1968,Bullitt
Peter Yates,37.7479843,-122.4185552,3653D93F-A205-4B67-B45D-68D05CC2E45F,"3401 Cesar Chavez A, San Francisco, CA 94110, USA",1968,Bullitt
Peter Yates,37.7982745,-122.4134592,64D1A8F0-F65E-4D5E-9558-4CE4D10E50D5,"Ina Coolbrith Park, Vallejo & Taylor, San Francisco, CA 94133, USA",1968,Bullitt
Peter Yates,37.7553614,-122.4051687,BC3E0A99-9849-4E93-BB92-AC0CEA93D01F,"1001 Potrero Ave, San Francisco, CA 94110, USA",1968,Bullitt
Peter Yates,37.7192874,-122.4183155,18EBF5F5-76D9-4F87-B4BE-931041E8C143,"John McLaren Park, 100 John F Shelley Dr, San Francisco, CA 94134, USA",1968,Bullitt
Peter Yates,37.7915187,-122.4101366,C7E4F65E-1D90-43C5-9FA3-A26FC762D3F9,"999 California St, San Francisco, CA 94108, USA",1968,Bullitt
Peter Yates,37.806723,-122.4394774,03A6B2C6-4B86-4E51-993B-54BAAA736D3C,"Marina Green, San Francisco, CA 94123, USA",1968,Bullitt
Peter Yates,37.72159,-122.406455,624566B3-96EF-47C9-A5E6-575C75A7EB2E,"400 Mansell St, San Francisco, CA 94134, USA",1968,Bullitt
Peter Yates,37.80356080000001,-122.4218062,48944595-9F6C-4C16-B225-2095A3884428,"Larkin St & Francisco St, San Francisco, CA 94109, USA",1968,Bullitt
Peter Yates,37.8027281,-122.4214442,9045B173-2C10-4415-A1DE-3F0FE7989E25,"Larkin St & Chestnut St, San Francisco, CA 94109, USA",1968,Bullitt
Peter Yates,37.791817,-122.390872,60163F59-F698-4615-8D07-C4738B1F38E7,"226 The Embarcadero, San Francisco, CA 94105, USA",1968,Bullitt
Peter Yates,37.7156029,-122.4954571,BC854F6B-E7D5-4EAE-9091-480E4B66AA9A,"515 John Muir Dr, San Francisco, CA 94132, USA",1968,Bullitt
Peter Yates,37.747484,-122.4068812,129F04D5-4AB8-48FF-96FE-8991222D61CF,"Peralta Ave & York St, San Francisco, CA 94110, USA",1968,Bullitt
Peter Yates,37.8007559,-122.4143217,8C1AF306-C388-452D-9F9A-804FE31655AA,"1932-1998 Taylor St, San Francisco, CA 94133, USA",1968,Bullitt
Peter Yates,37.7981294,-122.4056449,7CD121B8-D2B7-40B5-A20C-10F559F7398C,"504 Broadway, San Francisco, CA 94133, USA",1968,Bullitt
Peter Yates,37.8027549,-122.413728,2E8DDC47-B174-4CBE-8FFE-2BE36ECE02D4,"Lombard St & Columbus Ave, San Francisco, CA 94133, USA",1968,Bullitt
Peter Yates,37.7481102,-122.4182816,92A0D40D-AF60-48AB-BF16-72B3482FB150,"Mission St & Cesar Chavez, San Francisco, CA 94110, USA",1968,Bullitt
Peter Yates,37.7785951,-122.3892698,58181E9B-FF12-4FE0-AA21-3CC1C527DA16,"24 Willie Mays Plaza, San Francisco, CA 94107, USA",1968,Bullitt
Peter Yates,37.7972852,-122.433027,1438D079-A008-4EAB-94C5-39EE40C9D26F,"2055 -B Union St, San Francisco, CA 94123, USA",1968,Bullitt
Peter Yates,37.7931691,-122.4105791,7CD07BA6-37E0-4CB6-A2CA-15554498CE38,"1000 Mason St, San Francisco, CA 94108, USA",1968,Bullitt
Peter Yates,37.7888546,-122.3873878,3FEE356C-BAA5-4AA4-B2CA-433FC615E954,"Bay Bridge, San Francisco, CA 94111, USA",1968,Bullitt
Peter Yates,37.7946105,-122.4420204,C75A7386-25BA-4AA1-8426-6424C43D177E,"2700 Vallejo St, San Francisco, CA 94123, USA",1968,Bullitt
Peter Yates,37.759572,-122.4040259,4F140D24-97C3-4628-8CED-A3F45BC0E9B1,"Vermont St & 20th St, San Francisco, CA 94107, USA",1968,Bullitt
Peter Yates,37.793298,-122.413026,C35A695B-299F-4F05-BC79-496FFA818BE6,"1153 Taylor St, San Francisco, CA 94108, USA",1968,Bullitt
Richard Lester,37.7702366,-122.4695459,D957C0B6-3B62-4834-A107-A7B7279BF30D,"Japanese Tea Garden, 75 Hagiwara Tea Garden Dr, San Francisco, CA 94118, USA",1968,Petulia
Richard Lester,37.7923897,-122.4104443,B2FFC52B-8E85-4038-AED0-6E16E58166FC,"950 Mason St, San Francisco, CA 94108, USA",1968,Petulia
Richard Lester,37.80911,-122.41465,70DAF6A9-9DF8-4C58-999F-8280C0D7E56E,"Pier 43 1/2 The Embarcadero First Floor, San Francisco, CA 94133, United States",1968,Petulia
Richard Lester,37.7907129,-122.4177829,63F97FDC-D679-4522-87AA-9FDBE0411038,"1095 Hyde St, San Francisco, CA 94109, USA",1968,Petulia
Richard Lester,37.801762,-122.404949,91B780B1-27C5-4C6C-9EFE-979C2C0860EF,"307 Filbert St, San Francisco, CA 94133, USA",1968,Petulia
Richard Lester,37.79674869999999,-122.4254561,D9912B0D-E8A6-4BEF-986F-49D91CBEDE56,"2417 Franklin St, San Francisco, CA 94123, USA",1968,Petulia
Richard Lester,37.8106185,-122.4770527,CD4EF6ED-76C8-457E-82DF-B2DB06D9A990,"Long Ave & Marine Dr, San Francisco, CA 94129, United States",1968,Petulia
Richard Lester,37.7702366,-122.4695459,D3EF9B77-1FED-49C8-9DCB-C99F8AA567A6,"Japanese Tea Garden, 75 Hagiwara Tea Garden Dr, San Francisco, CA 94118, USA",1968,Petulia
Richard Lester,37.7923897,-122.4104443,9A02F1CC-2CC5-4742-B7C2-5EEC8B0FEC76,"950 Mason St, San Francisco, CA 94108, USA",1968,Petulia
Richard Lester,37.80911,-122.41465,00DDBFCE-F9CD-480B-B65D-138E8D3622D3,"Pier 43 1/2 The Embarcadero First Floor, San Francisco, CA 94133, United States",1968,Petulia
Richard Lester,37.7907129,-122.4177829,08FC32E7-9DBC-43EE-B969-78A7E2FFB6E0,"1095 Hyde St, San Francisco, CA 94109, USA",1968,Petulia
Richard Lester,37.801762,-122.404949,E03DB30E-D825-4964-B1EF-87F0705DB96B,"307 Filbert St, San Francisco, CA 94133, USA",1968,Petulia
Richard Lester,37.79674869999999,-122.4254561,D77A4400-8115-4357-84F6-29EB552400FA,"2417 Franklin St, San Francisco, CA 94123, USA",1968,Petulia
Richard Lester,37.8106185,-122.4770527,FFCCCDC9-AEBB-428D-B422-338EBF242D13,"Long Ave & Marine Dr, San Francisco, CA 94129, United States",1968,Petulia
Robert Stevenson,37.8199286,-122.4782551,00D0909A-2E0C-4AD6-A224-9CC57528D8B4,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",1968,The Love Bug
Robert Stevenson,37.8040539,-122.4033729,1EFAC4BC-59EB-47B2-959C-6B16A882857E,"100 Lombard St, San Francisco, CA 94111, USA",1968,The Love Bug
Robert Stevenson,37.8199286,-122.4782551,7B545BFE-5CE0-4E47-A868-8A2AD699B462,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",1968,The Love Bug
Robert Stevenson,37.8040539,-122.4033729,EBC130BE-49E5-45C7-A4AD-620A4C8DF873,"100 Lombard St, San Francisco, CA 94111, USA",1968,The Love Bug
Woody Allen,37.7392503,-122.4239421,E827ACF9-7EE0-45B7-B91F-65BBD16E0FE3,"Mission St, San Francisco, CA, USA",1969,Take the Money and Run
Woody Allen,37.7694208,-122.4862138,948FBD37-7691-40D8-A030-AC96DD88C0A5,"Golden Gate Park, San Francisco, CA, USA",1969,Take the Money and Run
Woody Allen,37.7993084,-122.4092516,4FD4AB43-DF6F-4EBF-BC6F-85EE77436CCB,"1455 Stockton St, San Francisco, CA 94133, USA",1969,Take the Money and Run
Woody Allen,37.7392503,-122.4239421,ABEB212B-950E-404D-9544-A03030A79E79,"Mission St, San Francisco, CA, USA",1969,Take the Money and Run
Woody Allen,37.7694208,-122.4862138,5C9F80D1-63D9-4ABB-BBC6-D0C690725409,"Golden Gate Park, San Francisco, CA, USA",1969,Take the Money and Run
Woody Allen,37.7993084,-122.4092516,F0BCE8FE-C344-4436-B77A-665A692F7810,"1455 Stockton St, San Francisco, CA 94133, USA",1969,Take the Money and Run
Don Siegel,37.806723,-122.4394774,0126CDCA-A5D3-403D-A481-224E1E39FBCF,"Marina Green, San Francisco, CA 94123, USA",1971,Dirty Harry
Don Siegel,37.8008333,-122.41,E1BC4A76-6222-4025-8E48-7674B16AA8DF,"Washington Square, Filbert St & Stockton Street, San Francisco, CA 94133, United States",1971,Dirty Harry
Don Siegel,37.7992627,-122.3976732,2681DB8C-90A7-42ED-9EC5-5E116A7AC7C4,"Embarcadero, San Francisco, CA, USA",1971,Dirty Harry
Don Siegel,37.8015353,-122.4101955,BE5679AF-AD35-48D3-8B5B-569DD4E13080,"666 Filbert St, San Francisco, CA 94133, USA",1971,Dirty Harry
Don Siegel,37.760628,-122.3866097,9439D99C-E410-49DC-9EDD-3A4253969364,"404-448 20th St, San Francisco, CA 94107, USA",1971,Dirty Harry
Don Siegel,37.794804,-122.4050955,4D1E0429-A03B-4BAB-8D99-899DD31D8015,"Portsmouth Square, Kearny St & Clay St, San Francisco, CA 94108, United States",1971,Dirty Harry
Don Siegel,37.73835820000001,-122.4547542,18D1E213-6532-41CE-A796-FD7C869B9287,"125 Dalewood Way, San Francisco, CA 94127, USA",1971,Dirty Harry
Don Siegel,37.7596168,-122.4269038,78BC9F0E-2B24-4589-ABB6-15D1685FE779,"Mission Dolores Park, Dolores St &, 19th St, San Francisco, CA 94114, United States",1971,Dirty Harry
Don Siegel,37.7669182,-122.4561008,45445B94-F05F-4BA7-ABFD-8C859D997EDF,"670 Kezar Dr, San Francisco, CA 94118, USA",1971,Dirty Harry
Don Siegel,37.7951549,-122.4040308,55632362-4E8E-4170-BED5-5D955E251149,"750 Kearny St, San Francisco, CA 94108, USA",1971,Dirty Harry
Don Siegel,37.77514000000001,-122.4039924,222EC2BD-600D-4941-9DF9-6D432D7D9233,"850 Bryant St, San Francisco, CA 94103, USA",1971,Dirty Harry
Don Siegel,37.7479845,-122.4590076,9542FE68-84EA-48E6-9172-038058E4709B,"Laguna Honda Blvd/Forest Hill Sta, San Francisco, CA 94116, USA",1971,Dirty Harry
Don Siegel,37.8006416,-122.4090945,05CA15EB-FC21-486C-B058-915089A8660F,"1606 Stockton St, San Francisco, CA 94133, USA",1971,Dirty Harry
Don Siegel,37.78231419999999,-122.4191331,3C9A8128-1CD7-49E1-A7FE-931FD83532B7,"600 Turk St, San Francisco, CA 94102, USA",1971,Dirty Harry
Don Siegel,37.792062,-122.4037148,C955147E-8A8D-4090-BC96-697CE455AA59,"555 California St, San Francisco, CA 94104, USA",1971,Dirty Harry
Don Siegel,37.806723,-122.4394774,92436A4D-79CF-4894-8A72-B76F7D207C55,"Marina Green, San Francisco, CA 94123, USA",1971,Dirty Harry
Don Siegel,37.8008333,-122.41,ED8F78DD-AE29-4392-8534-8118805253EE,"Washington Square, Filbert St & Stockton Street, San Francisco, CA 94133, United States",1971,Dirty Harry
